payment_id,booking_id,payment_status,paid_amount
P3842,B3842,Paid,7551
P3843,B3843,Refunded,0
P3844,B3844,Paid,34456
P3845,B3845,Paid,11046
P3846,B3846,Paid,33540
P3847,B3847,Paid,11038
P3848,B3848,Paid,6419
P3849,B3849,Paid,19278
P3850,B3850,Paid,31444
P3851,B3851,Paid,22588
P3852,B3852,Paid,17204
P3853,B3853,Paid,9856
P3854,B3854,Paid,40220
P3855,B3855,Paid,19158
P3856,B3856,Paid,8747
P3857,B3857,Paid,24414
P3858,B3858,Paid,6144
P3859,B3859,Refunded,0
P3860,B3860,Paid,25029
P3861,B3861,Paid,8293
P3862,B3862,Refunded,0
P3863,B3863,Refunded,0
P3864,B3864,Paid,16352
P3865,B3865,Paid,29193
P3866,B3866,Paid,20883
P3867,B3867,Paid,14714
P3868,B3868,Paid,12240
P3869,B3869,Paid,41128
P3870,B3870,Paid,16320
P3871,B3871,Paid,9178
P3872,B3872,Paid,17522
P3873,B3873,Paid,7116
P3874,B3874,Paid,9242
P3875,B3875,Paid,18450
P3876,B3876,Paid,11240
P3877,B3877,Paid,50508
P3878,B3878,Paid,20580
P3879,B3879,Paid,14352
P3880,B3880,Paid,19794
P3881,B3881,Refunded,0
P3882,B3882,Paid,27657
P3883,B3883,Paid,13814
P3884,B3884,Paid,21066
P3885,B3885,Paid,20600
P3886,B3886,Refunded,0
P3887,B3887,Paid,40240
P3888,B3888,Paid,19030
P3889,B3889,Paid,10263
P3890,B3890,Paid,6458
P3891,B3891,Paid,31988
P3892,B3892,Refunded,0
P3893,B3893,Paid,42124
P3894,B3894,Paid,10149
P3895,B3895,Refunded,0
P3896,B3896,Paid,11754
P3897,B3897,Paid,42504
P3898,B3898,Paid,44848
P3899,B3899,Paid,9072
P3900,B3900,Paid,5791
P3901,B3901,Refunded,0
P3902,B3902,Paid,47968
P3903,B3903,Paid,14474
P3904,B3904,Paid,19810
P3905,B3905,Paid,32680
P3906,B3906,Paid,5512
P3907,B3907,Paid,26044
P3908,B3908,Paid,17760
P3909,B3909,Paid,25344
P3910,B3910,Paid,9154
P3911,B3911,Paid,7023
P3912,B3912,Paid,43344
P3913,B3913,Paid,13222
P3914,B3914,Paid,9559
P3915,B3915,Paid,26331
P3916,B3916,Paid,12618
P3917,B3917,Paid,9288
P3918,B3918,Paid,17832
P3919,B3919,Paid,12754
P3920,B3920,Paid,27604
P3921,B3921,Refunded,0
P3922,B3922,Paid,5993
P3923,B3923,Paid,26199
P3924,B3924,Paid,42744
P3925,B3925,Refunded,0
P3926,B3926,Paid,31731
P3927,B3927,Paid,12792
P3928,B3928,Paid,24796
P3929,B3929,Paid,45952
P3930,B3930,Paid,13400
P3931,B3931,Paid,32397
P3932,B3932,Paid,22986
P3933,B3933,Paid,8300
P3934,B3934,Paid,31536
P3935,B3935,Paid,17958
P3936,B3936,Paid,18760
P3937,B3937,Paid,9305
P3938,B3938,Paid,16636
P3939,B3939,Paid,8273
P3940,B3940,Paid,16524
P3941,B3941,Paid,34544
P3942,B3942,Paid,5948
P3943,B3943,Paid,25221
P3944,B3944,Paid,36252
P3945,B3945,Refunded,0
P3946,B3946,Paid,21086
P3947,B3947,Refunded,0
P3948,B3948,Paid,21926
P3949,B3949,Paid,25107
P3950,B3950,Paid,8996
P3951,B3951,Paid,50848
P3952,B3952,Paid,9891
P3953,B3953,Refunded,0
P3954,B3954,Paid,44180
P3955,B3955,Paid,25944
P3956,B3956,Refunded,0
P3957,B3957,Paid,41564
P3958,B3958,Paid,10604
P3959,B3959,Paid,11134
P3960,B3960,Refunded,0
P3961,B3961,Paid,32304
P3962,B3962,Paid,25010
P3963,B3963,Paid,41788
P3964,B3964,Paid,17234
P3965,B3965,Paid,45320
P3966,B3966,Paid,6353
P3967,B3967,Paid,29394
P3968,B3968,Paid,41724
P3969,B3969,Paid,21354
P3970,B3970,Paid,26300
P3971,B3971,Paid,34696
P3972,B3972,Paid,22780
P3973,B3973,Paid,18388
P3974,B3974,Paid,19106
P3975,B3975,Paid,25431
P3976,B3976,Refunded,0
P3977,B3977,Refunded,0
P3978,B3978,Paid,48744
P3979,B3979,Paid,12500
P3980,B3980,Refunded,0
P3981,B3981,Paid,26346
P3982,B3982,Paid,48336
P3983,B3983,Paid,8613
P3984,B3984,Paid,21418
P3985,B3985,Paid,14928
P3986,B3986,Paid,23817
P3987,B3987,Refunded,0
P3988,B3988,Paid,24128
P3989,B3989,Paid,29145
P3990,B3990,Paid,9440
P3991,B3991,Paid,11589
P3992,B3992,Refunded,0
P3993,B3993,Refunded,0
P3994,B3994,Paid,11055
P3995,B3995,Paid,19593
P3996,B3996,Paid,9997
P3997,B3997,Paid,7269
P3998,B3998,Refunded,0
P3999,B3999,Paid,35620
P4000,B4000,Paid,11790
P4001,B4001,Paid,11614
P4002,B4002,Paid,33800
P4003,B4003,Paid,7019
P4004,B4004,Paid,7124
P4005,B4005,Refunded,0
P4006,B4006,Paid,30208
P4007,B4007,Paid,19086
P4008,B4008,Paid,36030
P4009,B4009,Paid,45092
P4010,B4010,Paid,21444
P4011,B4011,Paid,24184
P4012,B4012,Paid,24320
P4013,B4013,Paid,16988
P4014,B4014,Paid,24646
P4015,B4015,Paid,23619
P4016,B4016,Paid,8995
P4017,B4017,Paid,6776
P4018,B4018,Paid,41404
P4019,B4019,Paid,27999
P4020,B4020,Paid,37852
P4021,B4021,Paid,17196
P4022,B4022,Paid,37464
P4023,B4023,Paid,10262
P4024,B4024,Refunded,0
P4025,B4025,Refunded,0
P4026,B4026,Paid,27892
P4027,B4027,Paid,27426
P4028,B4028,Refunded,0
P4029,B4029,Refunded,0
P4030,B4030,Refunded,0
P4031,B4031,Paid,21054
P4032,B4032,Paid,10464
P4033,B4033,Paid,40768
P4034,B4034,Refunded,0
P4035,B4035,Paid,36844
P4036,B4036,Paid,20154
P4037,B4037,Paid,17684
P4038,B4038,Paid,25626
P4039,B4039,Paid,37863
P4040,B4040,Paid,9316
P4041,B4041,Paid,24248
P4042,B4042,Paid,26264
P4043,B4043,Paid,17166
P4044,B4044,Paid,37156
P4045,B4045,Paid,7003
P4046,B4046,Refunded,0
P4047,B4047,Paid,33304
P4048,B4048,Paid,26096
P4049,B4049,Paid,11248
P4050,B4050,Paid,18336
P4051,B4051,Refunded,0
P4052,B4052,Paid,20436
P4053,B4053,Paid,45432
P4054,B4054,Refunded,0
P4055,B4055,Refunded,0
P4056,B4056,Refunded,0
P4057,B4057,Paid,33039
P4058,B4058,Paid,16292
P4059,B4059,Paid,7067
P4060,B4060,Paid,6426
P4061,B4061,Refunded,0
P4062,B4062,Paid,6153
P4063,B4063,Paid,6679
P4064,B4064,Paid,11934
P4065,B4065,Paid,30732
P4066,B4066,Paid,5910
P4067,B4067,Paid,10417
P4068,B4068,Paid,36860
P4069,B4069,Refunded,0
P4070,B4070,Paid,21942
P4071,B4071,Paid,31236
P4072,B4072,Paid,37172
P4073,B4073,Paid,32840
P4074,B4074,Refunded,0
P4075,B4075,Paid,20798
P4076,B4076,Paid,10383
P4077,B4077,Paid,11052
P4078,B4078,Paid,11017
P4079,B4079,Paid,21414
P4080,B4080,Paid,19386
P4081,B4081,Paid,29715
P4082,B4082,Paid,17188
P4083,B4083,Paid,34728
P4084,B4084,Refunded,0
P4085,B4085,Paid,35220
P4086,B4086,Paid,19178
P4087,B4087,Paid,12736
P4088,B4088,Paid,13098
P4089,B4089,Paid,31776
P4090,B4090,Paid,18494
P4091,B4091,Paid,14832
P4092,B4092,Paid,5542
P4093,B4093,Paid,22924
P4094,B4094,Paid,36024
P4095,B4095,Paid,20136
P4096,B4096,Paid,20463
P4097,B4097,Paid,30768
P4098,B4098,Paid,32460
P4099,B4099,Paid,38469
P4100,B4100,Paid,32916
P4101,B4101,Paid,6652
P4102,B4102,Paid,13628
P4103,B4103,Paid,19492
P4104,B4104,Paid,12310
P4105,B4105,Paid,9538
P4106,B4106,Paid,24318
P4107,B4107,Paid,23244
P4108,B4108,Paid,23380
P4109,B4109,Paid,23271
P4110,B4110,Paid,9286
P4111,B4111,Paid,21578
P4112,B4112,Paid,20236
P4113,B4113,Paid,26216
P4114,B4114,Paid,20625
P4115,B4115,Paid,42316
P4116,B4116,Paid,25856
P4117,B4117,Paid,24616
P4118,B4118,Paid,28104
P4119,B4119,Paid,24132
P4120,B4120,Paid,30141
P4121,B4121,Paid,32631
P4122,B4122,Paid,5938
P4123,B4123,Paid,12238
P4124,B4124,Paid,26464
P4125,B4125,Paid,12996
P4126,B4126,Paid,24576
P4127,B4127,Refunded,0
P4128,B4128,Paid,23256
P4129,B4129,Paid,51304
P4130,B4130,Paid,9023
P4131,B4131,Paid,23344
P4132,B4132,Paid,8650
P4133,B4133,Paid,6247
P4134,B4134,Paid,26379
P4135,B4135,Paid,21986
P4136,B4136,Paid,9585
P4137,B4137,Paid,6114
P4138,B4138,Paid,45924
P4139,B4139,Paid,9216
P4140,B4140,Paid,7646
P4141,B4141,Refunded,0
P4142,B4142,Paid,42760
P4143,B4143,Paid,12146
P4144,B4144,Refunded,0
P4145,B4145,Paid,46336
P4146,B4146,Paid,11728
P4147,B4147,Paid,24032
P4148,B4148,Paid,5951
P4149,B4149,Refunded,0
P4150,B4150,Paid,18136
P4151,B4151,Paid,17722
P4152,B4152,Paid,25332
P4153,B4153,Paid,29228
P4154,B4154,Paid,11018
P4155,B4155,Paid,11072
P4156,B4156,Paid,27408
P4157,B4157,Paid,39228
P4158,B4158,Paid,5642
P4159,B4159,Paid,26232
P4160,B4160,Paid,26493
P4161,B4161,Paid,24610
P4162,B4162,Paid,8877
P4163,B4163,Refunded,0
P4164,B4164,Paid,28311
P4165,B4165,Paid,9288
P4166,B4166,Paid,15706
P4167,B4167,Paid,12567
P4168,B4168,Paid,33426
P4169,B4169,Refunded,0
P4170,B4170,Paid,31164
P4171,B4171,Refunded,0
P4172,B4172,Paid,32532
P4173,B4173,Paid,25052
P4174,B4174,Paid,10636
P4175,B4175,Paid,8376
P4176,B4176,Paid,41804
P4177,B4177,Refunded,0
P4178,B4178,Paid,8651
P4179,B4179,Paid,6206
P4180,B4180,Paid,19658
P4181,B4181,Paid,31812
P4182,B4182,Paid,52764
P4183,B4183,Paid,43976
P4184,B4184,Paid,18172
P4185,B4185,Paid,7187
P4186,B4186,Refunded,0
P4187,B4187,Paid,24388
P4188,B4188,Paid,22348
P4189,B4189,Paid,18934
P4190,B4190,Paid,20769
P4191,B4191,Paid,11532
P4192,B4192,Paid,12768
P4193,B4193,Paid,20022
P4194,B4194,Paid,6211
P4195,B4195,Paid,12505
P4196,B4196,Refunded,0
P4197,B4197,Paid,21159
P4198,B4198,Paid,30816
P4199,B4199,Paid,36072
P4200,B4200,Paid,18418
P4201,B4201,Paid,34760
P4202,B4202,Paid,18402
P4203,B4203,Paid,43500
P4204,B4204,Paid,11182
P4205,B4205,Paid,32529
P4206,B4206,Paid,7047
P4207,B4207,Paid,45144
P4208,B4208,Paid,17718
P4209,B4209,Refunded,0
P4210,B4210,Paid,12302
P4211,B4211,Paid,26300
P4212,B4212,Paid,33210
P4213,B4213,Paid,21274
P4214,B4214,Paid,17164
P4215,B4215,Paid,12098
P4216,B4216,Paid,51976
P4217,B4217,Paid,15826
P4218,B4218,Paid,19258
P4219,B4219,Paid,40088
P4220,B4220,Paid,40964
P4221,B4221,Paid,10440
P4222,B4222,Paid,22464
P4223,B4223,Paid,44404
P4224,B4224,Paid,21394
P4225,B4225,Refunded,0
P4226,B4226,Paid,24180
P4227,B4227,Paid,16034
P4228,B4228,Paid,9397
P4229,B4229,Paid,36432
P4230,B4230,Paid,21312
P4231,B4231,Paid,13420
P4232,B4232,Paid,31401
P4233,B4233,Paid,37743
P4234,B4234,Paid,38961
P4235,B4235,Paid,8370
P4236,B4236,Paid,11048
P4237,B4237,Paid,18138
P4238,B4238,Paid,30384
P4239,B4239,Paid,16833
P4240,B4240,Paid,22503
P4241,B4241,Paid,37940
P4242,B4242,Paid,11278
P4243,B4243,Paid,10626
P4244,B4244,Paid,27872
P4245,B4245,Paid,14116
P4246,B4246,Paid,10349
P4247,B4247,Paid,18750
P4248,B4248,Paid,16684
P4249,B4249,Paid,32464
P4250,B4250,Paid,17222
P4251,B4251,Paid,13938
P4252,B4252,Paid,24178
P4253,B4253,Paid,30675
P4254,B4254,Paid,11513
P4255,B4255,Refunded,0
P4256,B4256,Paid,49168
P4257,B4257,Paid,9807
P4258,B4258,Paid,28899
P4259,B4259,Paid,40020
P4260,B4260,Paid,36786
P4261,B4261,Paid,19449
P4262,B4262,Paid,16124
P4263,B4263,Paid,35600
P4264,B4264,Paid,33484
P4265,B4265,Paid,23703
P4266,B4266,Paid,44408
P4267,B4267,Paid,13004
P4268,B4268,Paid,24999
P4269,B4269,Paid,15958
P4270,B4270,Paid,6042
P4271,B4271,Paid,27232
P4272,B4272,Paid,7194
P4273,B4273,Paid,44532
P4274,B4274,Paid,21450
P4275,B4275,Paid,26724
P4276,B4276,Paid,23146
P4277,B4277,Paid,10226
P4278,B4278,Paid,17019
P4279,B4279,Paid,8320
P4280,B4280,Refunded,0
P4281,B4281,Paid,31016
P4282,B4282,Paid,21831
P4283,B4283,Paid,12804
P4284,B4284,Paid,26648
P4285,B4285,Paid,29440
P4286,B4286,Paid,10074
P4287,B4287,Paid,11952
P4288,B4288,Paid,13876
P4289,B4289,Refunded,0
P4290,B4290,Paid,20026
P4291,B4291,Refunded,0
P4292,B4292,Paid,19822
P4293,B4293,Refunded,0
P4294,B4294,Paid,19048
P4295,B4295,Paid,22371
P4296,B4296,Paid,38745
P4297,B4297,Paid,30660
P4298,B4298,Paid,24642
P4299,B4299,Paid,30489
P4300,B4300,Paid,9940
P4301,B4301,Refunded,0
P4302,B4302,Paid,13108
P4303,B4303,Paid,13118
P4304,B4304,Paid,6324
P4305,B4305,Paid,44960
P4306,B4306,Paid,7064
P4307,B4307,Paid,47844
P4308,B4308,Paid,25944
P4309,B4309,Paid,23220
P4310,B4310,Paid,20714
P4311,B4311,Paid,40540
P4312,B4312,Refunded,0
P4313,B4313,Paid,26340
P4314,B4314,Paid,17676
P4315,B4315,Paid,6442
P4316,B4316,Paid,44212
P4317,B4317,Paid,22610
P4318,B4318,Paid,25893
P4319,B4319,Paid,13202
P4320,B4320,Paid,34252
P4321,B4321,Paid,11944
P4322,B4322,Paid,22002
P4323,B4323,Paid,6759
P4324,B4324,Paid,10228
P4325,B4325,Refunded,0
P4326,B4326,Paid,17722
P4327,B4327,Paid,17727
P4328,B4328,Paid,11948
P4329,B4329,Paid,31320
P4330,B4330,Paid,12995
P4331,B4331,Paid,15640
P4332,B4332,Paid,13048
P4333,B4333,Paid,9407
P4334,B4334,Paid,11142
P4335,B4335,Paid,45856
P4336,B4336,Paid,10009
P4337,B4337,Paid,22192
P4338,B4338,Paid,7738
P4339,B4339,Paid,25760
P4340,B4340,Paid,7003
P4341,B4341,Paid,10009
P4342,B4342,Paid,31728
P4343,B4343,Paid,37275
P4344,B4344,Refunded,0
P4345,B4345,Paid,18952
P4346,B4346,Paid,46340
P4347,B4347,Paid,21786
P4348,B4348,Paid,32907
P4349,B4349,Paid,11094
P4350,B4350,Refunded,0
P4351,B4351,Refunded,0
P4352,B4352,Paid,26684
P4353,B4353,Paid,14966
P4354,B4354,Paid,14404
P4355,B4355,Paid,11646
P4356,B4356,Paid,21177
P4357,B4357,Paid,40568
P4358,B4358,Paid,35756
P4359,B4359,Paid,10517
P4360,B4360,Paid,6907
P4361,B4361,Paid,22784
P4362,B4362,Refunded,0
P4363,B4363,Paid,37803
P4364,B4364,Paid,27795
P4365,B4365,Paid,25290
P4366,B4366,Paid,5727
P4367,B4367,Paid,45348
P4368,B4368,Paid,9311
P4369,B4369,Paid,40372
P4370,B4370,Paid,7799
P4371,B4371,Paid,18124
P4372,B4372,Paid,17512
P4373,B4373,Paid,20224
P4374,B4374,Paid,36228
P4375,B4375,Paid,31388
P4376,B4376,Refunded,0
P4377,B4377,Paid,9208
P4378,B4378,Refunded,0
P4379,B4379,Paid,6293
P4380,B4380,Paid,10962
P4381,B4381,Paid,27504
P4382,B4382,Paid,31380
P4383,B4383,Paid,52576
P4384,B4384,Paid,34412
P4385,B4385,Paid,21136
P4386,B4386,Paid,27176
P4387,B4387,Paid,9021
P4388,B4388,Paid,22600
P4389,B4389,Paid,8161
P4390,B4390,Paid,23292
P4391,B4391,Paid,33556
P4392,B4392,Refunded,0
P4393,B4393,Refunded,0
P4394,B4394,Paid,33834
P4395,B4395,Paid,18542
P4396,B4396,Paid,18399
P4397,B4397,Paid,5764
P4398,B4398,Paid,13584
P4399,B4399,Paid,45156
P4400,B4400,Refunded,0
P4401,B4401,Refunded,0
P4402,B4402,Refunded,0
P4403,B4403,Paid,28905
P4404,B4404,Paid,24096
P4405,B4405,Paid,32982
P4406,B4406,Paid,21896
P4407,B4407,Paid,9301
P4408,B4408,Paid,22662
P4409,B4409,Paid,18560
P4410,B4410,Paid,40340
P4411,B4411,Paid,24096
P4412,B4412,Paid,9378
P4413,B4413,Paid,42284
P4414,B4414,Paid,11293
P4415,B4415,Paid,9302
P4416,B4416,Paid,22508
P4417,B4417,Refunded,0
P4418,B4418,Refunded,0
P4419,B4419,Paid,11574
P4420,B4420,Paid,23202
P4421,B4421,Paid,19272
P4422,B4422,Paid,37587
P4423,B4423,Paid,6410
P4424,B4424,Paid,24162
P4425,B4425,Refunded,0
P4426,B4426,Paid,9001
P4427,B4427,Paid,17640
P4428,B4428,Paid,30076
P4429,B4429,Paid,28556
P4430,B4430,Refunded,0
P4431,B4431,Paid,24567
P4432,B4432,Paid,19576
P4433,B4433,Paid,9462
P4434,B4434,Refunded,0
P4435,B4435,Paid,11737
P4436,B4436,Refunded,0
P4437,B4437,Paid,9557
P4438,B4438,Paid,24915
P4439,B4439,Paid,5631
P4440,B4440,Paid,29864
P4441,B4441,Paid,21076
P4442,B4442,Paid,12301
P4443,B4443,Paid,36039
P4444,B4444,Paid,14098
P4445,B4445,Paid,10778
P4446,B4446,Paid,12686
P4447,B4447,Paid,8093
P4448,B4448,Paid,29151
P4449,B4449,Refunded,0
P4450,B4450,Paid,19494
P4451,B4451,Paid,13690
P4452,B4452,Paid,26254
P4453,B4453,Paid,35100
P4454,B4454,Paid,18120
P4455,B4455,Paid,25084
P4456,B4456,Paid,8588
P4457,B4457,Paid,34048
P4458,B4458,Paid,9252
P4459,B4459,Paid,11508
P4460,B4460,Paid,24592
P4461,B4461,Paid,26128
P4462,B4462,Paid,8012
P4463,B4463,Refunded,0
P4464,B4464,Paid,18219
P4465,B4465,Paid,16624
P4466,B4466,Paid,5795
P4467,B4467,Paid,10906
P4468,B4468,Paid,8400
P4469,B4469,Paid,35876
P4470,B4470,Paid,15566
P4471,B4471,Paid,26640
P4472,B4472,Paid,24560
P4473,B4473,Paid,21928
P4474,B4474,Paid,16284
P4475,B4475,Paid,22136
P4476,B4476,Paid,21315
P4477,B4477,Refunded,0
P4478,B4478,Paid,20736
P4479,B4479,Refunded,0
P4480,B4480,Paid,8937
P4481,B4481,Paid,11131
P4482,B4482,Paid,33741
P4483,B4483,Paid,10300
P4484,B4484,Paid,25236
P4485,B4485,Paid,23967
P4486,B4486,Paid,8330
P4487,B4487,Paid,28083
P4488,B4488,Paid,27945
P4489,B4489,Refunded,0
P4490,B4490,Paid,40660
P4491,B4491,Paid,33588
P4492,B4492,Paid,18696
P4493,B4493,Paid,13594
P4494,B4494,Paid,30687
P4495,B4495,Paid,11135
P4496,B4496,Paid,13812
P4497,B4497,Paid,21057
P4498,B4498,Refunded,0
P4499,B4499,Refunded,0
P4500,B4500,Paid,6025
P4501,B4501,Paid,22656
P4502,B4502,Paid,17082
P4503,B4503,Paid,21510
P4504,B4504,Paid,20622
P4505,B4505,Paid,10283
P4506,B4506,Paid,29024
P4507,B4507,Refunded,0
P4508,B4508,Paid,29031
P4509,B4509,Paid,26556
P4510,B4510,Paid,28995
P4511,B4511,Paid,35456
P4512,B4512,Paid,16586
P4513,B4513,Refunded,0
P4514,B4514,Paid,32600
P4515,B4515,Paid,12842
P4516,B4516,Paid,30174
P4517,B4517,Paid,28932
P4518,B4518,Paid,10105
P4519,B4519,Paid,16018
P4520,B4520,Paid,24034
P4521,B4521,Paid,23970
P4522,B4522,Paid,13041
P4523,B4523,Paid,30519
P4524,B4524,Refunded,0
P4525,B4525,Paid,39748
P4526,B4526,Paid,6942
P4527,B4527,Paid,21412
P4528,B4528,Paid,20258
P4529,B4529,Paid,14290
P4530,B4530,Paid,28992
P4531,B4531,Paid,6839
P4532,B4532,Paid,11180
P4533,B4533,Paid,23028
P4534,B4534,Paid,23504
P4535,B4535,Refunded,0
P4536,B4536,Paid,24876
P4537,B4537,Paid,11628
P4538,B4538,Paid,13060
P4539,B4539,Paid,16239
P4540,B4540,Paid,27816
P4541,B4541,Paid,16818
P4542,B4542,Paid,28437
P4543,B4543,Refunded,0
P4544,B4544,Paid,17870
P4545,B4545,Paid,20456
P4546,B4546,Paid,16792
P4547,B4547,Refunded,0
P4548,B4548,Paid,6279
P4549,B4549,Paid,35214
P4550,B4550,Paid,10887
P4551,B4551,Paid,20440
P4552,B4552,Refunded,0
P4553,B4553,Paid,23700
P4554,B4554,Paid,28224
P4555,B4555,Paid,24846
P4556,B4556,Paid,24236
P4557,B4557,Refunded,0
P4558,B4558,Paid,16258
P4559,B4559,Paid,7636
P4560,B4560,Paid,23132
P4561,B4561,Refunded,0
P4562,B4562,Paid,21126
P4563,B4563,Paid,42568
P4564,B4564,Paid,31806
P4565,B4565,Paid,26936
P4566,B4566,Paid,20734
P4567,B4567,Paid,17754
P4568,B4568,Paid,7113
P4569,B4569,Paid,19311
P4570,B4570,Paid,25212
P4571,B4571,Paid,14966
P4572,B4572,Paid,14062
P4573,B4573,Paid,28708
P4574,B4574,Refunded,0
P4575,B4575,Paid,6205
P4576,B4576,Paid,6580
P4577,B4577,Refunded,0
P4578,B4578,Paid,26398
P4579,B4579,Refunded,0
P4580,B4580,Paid,31740
P4581,B4581,Paid,38400
P4582,B4582,Paid,50292
P4583,B4583,Paid,41328
P4584,B4584,Paid,26739
P4585,B4585,Paid,42248
P4586,B4586,Refunded,0
P4587,B4587,Paid,32247
P4588,B4588,Paid,29988
P4589,B4589,Paid,24890
P4590,B4590,Paid,9357
P4591,B4591,Paid,25064
P4592,B4592,Refunded,0
P4593,B4593,Paid,17330
P4594,B4594,Refunded,0
P4595,B4595,Refunded,0
P4596,B4596,Refunded,0
P4597,B4597,Paid,9578
P4598,B4598,Paid,35064
P4599,B4599,Paid,42676
P4600,B4600,Paid,10086
P4601,B4601,Refunded,0
P4602,B4602,Paid,37464
P4603,B4603,Paid,9081
P4604,B4604,Paid,16096
P4605,B4605,Paid,20912
P4606,B4606,Refunded,0
P4607,B4607,Paid,28851
P4608,B4608,Paid,36570
P4609,B4609,Refunded,0
P4610,B4610,Paid,12364
P4611,B4611,Paid,7335
P4612,B4612,Paid,52144
P4613,B4613,Paid,6778
P4614,B4614,Paid,14492
P4615,B4615,Paid,18280
P4616,B4616,Paid,38252
P4617,B4617,Paid,20496
P4618,B4618,Paid,5677
P4619,B4619,Paid,20236
P4620,B4620,Paid,31578
P4621,B4621,Paid,20060
P4622,B4622,Paid,12612
P4623,B4623,Paid,23104
P4624,B4624,Refunded,0
P4625,B4625,Paid,18663
P4626,B4626,Paid,16152
P4627,B4627,Refunded,0
P4628,B4628,Paid,21628
P4629,B4629,Paid,10244
P4630,B4630,Refunded,0
P4631,B4631,Paid,33090
P4632,B4632,Paid,31308
P4633,B4633,Paid,12164
P4634,B4634,Paid,18924
P4635,B4635,Paid,11084
P4636,B4636,Paid,20664
P4637,B4637,Paid,13070
P4638,B4638,Paid,26376
P4639,B4639,Paid,5784
P4640,B4640,Paid,12072
P4641,B4641,Paid,39712
P4642,B4642,Paid,27597
P4643,B4643,Paid,44460
P4644,B4644,Paid,33864
P4645,B4645,Paid,10059
P4646,B4646,Paid,8755
P4647,B4647,Paid,36664
P4648,B4648,Paid,32212
P4649,B4649,Paid,29388
P4650,B4650,Paid,26793
P4651,B4651,Paid,38884
P4652,B4652,Refunded,0
P4653,B4653,Paid,8609
P4654,B4654,Paid,46720
P4655,B4655,Paid,30784
P4656,B4656,Paid,7047
P4657,B4657,Paid,20949
P4658,B4658,Paid,7710
P4659,B4659,Paid,15436
P4660,B4660,Refunded,0
P4661,B4661,Paid,34608
P4662,B4662,Paid,29496
P4663,B4663,Paid,6868
P4664,B4664,Paid,34524
P4665,B4665,Paid,27855
P4666,B4666,Paid,28551
P4667,B4667,Paid,17800
P4668,B4668,Paid,6682
P4669,B4669,Paid,18102
P4670,B4670,Paid,18039
P4671,B4671,Paid,32043
P4672,B4672,Paid,23152
P4673,B4673,Refunded,0
P4674,B4674,Refunded,0
P4675,B4675,Paid,38328
P4676,B4676,Paid,9984
P4677,B4677,Paid,5977
P4678,B4678,Paid,24124
P4679,B4679,Refunded,0
P4680,B4680,Paid,5989
P4681,B4681,Refunded,0
P4682,B4682,Paid,12166
P4683,B4683,Paid,22242
P4684,B4684,Paid,21984
P4685,B4685,Paid,32928
P4686,B4686,Paid,5424
P4687,B4687,Paid,21950
P4688,B4688,Paid,34908
P4689,B4689,Paid,8017
P4690,B4690,Paid,21438
P4691,B4691,Paid,42348
P4692,B4692,Refunded,0
P4693,B4693,Paid,44312
P4694,B4694,Paid,21780
P4695,B4695,Paid,34500
P4696,B4696,Paid,22803
P4697,B4697,Paid,43960
P4698,B4698,Paid,32048
P4699,B4699,Paid,35412
P4700,B4700,Paid,6527
P4701,B4701,Paid,24596
P4702,B4702,Paid,9495
P4703,B4703,Paid,21324
P4704,B4704,Paid,38132
P4705,B4705,Paid,14198
P4706,B4706,Refunded,0
P4707,B4707,Refunded,0
P4708,B4708,Paid,28791
P4709,B4709,Paid,10085
P4710,B4710,Paid,22455
P4711,B4711,Paid,8903
P4712,B4712,Paid,23224
P4713,B4713,Refunded,0
P4714,B4714,Paid,19464
P4715,B4715,Paid,9595
P4716,B4716,Paid,17247
P4717,B4717,Paid,36908
P4718,B4718,Paid,12907
P4719,B4719,Refunded,0
P4720,B4720,Paid,25056
P4721,B4721,Paid,43056
P4722,B4722,Paid,20886
P4723,B4723,Paid,9234
P4724,B4724,Paid,15354
P4725,B4725,Paid,8842
P4726,B4726,Paid,21087
P4727,B4727,Paid,24738
P4728,B4728,Paid,19539
P4729,B4729,Paid,48148
P4730,B4730,Paid,32424
P4731,B4731,Paid,39912
P4732,B4732,Paid,21312
P4733,B4733,Paid,7133
P4734,B4734,Paid,26352
P4735,B4735,Paid,23678
P4736,B4736,Paid,20442
P4737,B4737,Paid,11464
P4738,B4738,Paid,8585
P4739,B4739,Paid,17460
P4740,B4740,Paid,15714
P4741,B4741,Paid,30468
P4742,B4742,Paid,40380
P4743,B4743,Paid,13788
P4744,B4744,Paid,18026
P4745,B4745,Paid,24924
P4746,B4746,Paid,19233
P4747,B4747,Paid,21422
P4748,B4748,Paid,34791
P4749,B4749,Paid,41824
P4750,B4750,Paid,9548
P4751,B4751,Paid,33069
P4752,B4752,Paid,47636
P4753,B4753,Paid,10297
P4754,B4754,Paid,50252
P4755,B4755,Refunded,0
P4756,B4756,Paid,10685
P4757,B4757,Paid,46820
P4758,B4758,Paid,19802
P4759,B4759,Paid,31160
P4760,B4760,Paid,17148
P4761,B4761,Paid,23925
P4762,B4762,Paid,44352
P4763,B4763,Paid,32952
P4764,B4764,Refunded,0
P4765,B4765,Paid,46928
P4766,B4766,Refunded,0
P4767,B4767,Refunded,0
P4768,B4768,Paid,46740
P4769,B4769,Paid,24868
P4770,B4770,Paid,20804
P4771,B4771,Refunded,0
P4772,B4772,Paid,23076
